,x,y1
0,0.0,0.0
1,0.0,0.0024691358024691358
2,0.0004701457451810061,0.0024691358024691358
3,0.0004701457451810061,0.02962962962962963
4,0.0009402914903620122,0.02962962962962963
5,0.0009402914903620122,0.04197530864197531
6,0.0014104372355430183,0.04197530864197531
7,0.0014104372355430183,0.05185185185185185
8,0.0018805829807240243,0.05185185185185185
9,0.0018805829807240243,0.06666666666666667
10,0.0023507287259050304,0.06666666666666667
11,0.0023507287259050304,0.07407407407407407
12,0.0028208744710860366,0.07407407407407407
13,0.0028208744710860366,0.07901234567901234
14,0.003291020216267043,0.07901234567901234
15,0.003291020216267043,0.08641975308641975
16,0.0037611659614480487,0.08641975308641975
17,0.0037611659614480487,0.10617283950617284
18,0.004231311706629055,0.10617283950617284
19,0.004231311706629055,0.12098765432098765
20,0.004701457451810061,0.12098765432098765
21,0.004701457451810061,0.12345679012345678
22,0.005171603196991067,0.12345679012345678
23,0.005171603196991067,0.12839506172839507
24,0.0061118946873530795,0.12839506172839507
25,0.0061118946873530795,0.13333333333333333
26,0.007052186177715092,0.13333333333333333
27,0.007052186177715092,0.13580246913580246
28,0.007992477668077104,0.13580246913580246
29,0.007992477668077104,0.14074074074074075
30,0.00846262341325811,0.14074074074074075
31,0.00846262341325811,0.14814814814814814
32,0.008932769158439116,0.14814814814814814
33,0.008932769158439116,0.1506172839506173
34,0.010343206393982134,0.1506172839506173
35,0.010343206393982134,0.15308641975308643
36,0.010813352139163141,0.15308641975308643
37,0.010813352139163141,0.15555555555555556
38,0.011753643629525154,0.15555555555555556
39,0.011753643629525154,0.16296296296296298
40,0.012223789374706159,0.16296296296296298
41,0.012223789374706159,0.16790123456790124
42,0.013164080865068171,0.16790123456790124
43,0.013164080865068171,0.18271604938271604
44,0.014104372355430184,0.18271604938271604
45,0.014104372355430184,0.1925925925925926
46,0.015514809590973202,0.1925925925925926
47,0.015514809590973202,0.2
48,0.015984955336154207,0.2
49,0.015984955336154207,0.20246913580246914
50,0.017395392571697227,0.20246913580246914
51,0.017395392571697227,0.20493827160493827
52,0.017865538316878232,0.20493827160493827
53,0.017865538316878232,0.20987654320987653
54,0.018335684062059238,0.20987654320987653
55,0.018335684062059238,0.21728395061728395
56,0.019275975552421252,0.21728395061728395
57,0.019275975552421252,0.2222222222222222
58,0.020216267042783263,0.2222222222222222
59,0.020216267042783263,0.22469135802469137
60,0.021156558533145273,0.22469135802469137
61,0.021156558533145273,0.2271604938271605
62,0.0230371415138693,0.2271604938271605
63,0.0230371415138693,0.23209876543209876
64,0.024447578749412318,0.23209876543209876
65,0.024447578749412318,0.23703703703703705
66,0.024917724494593323,0.23703703703703705
67,0.024917724494593323,0.24444444444444444
68,0.02773859896567936,0.24444444444444444
69,0.02773859896567936,0.24938271604938272
70,0.028678890456041373,0.24938271604938272
71,0.028678890456041373,0.254320987654321
72,0.029619181946403384,0.254320987654321
73,0.029619181946403384,0.25679012345679014
74,0.03008932769158439,0.25679012345679014
75,0.03008932769158439,0.25925925925925924
76,0.031969910672308414,0.25925925925925924
77,0.031969910672308414,0.2641975308641975
78,0.03385049365303244,0.2641975308641975
79,0.03385049365303244,0.2740740740740741
80,0.034790785143394454,0.2740740740740741
81,0.034790785143394454,0.2814814814814815
82,0.03902209685002351,0.2814814814814815
83,0.03902209685002351,0.2839506172839506
84,0.03996238834038552,0.2839506172839506
85,0.03996238834038552,0.28641975308641976
86,0.04184297132110954,0.28641975308641976
87,0.04184297132110954,0.28888888888888886
88,0.04231311706629055,0.28888888888888886
89,0.04231311706629055,0.2938271604938272
90,0.04278326281147156,0.2938271604938272
91,0.04278326281147156,0.2962962962962963
92,0.04372355430183357,0.2962962962962963
93,0.04372355430183357,0.29876543209876544
94,0.04466384579219558,0.29876543209876544
