fpr,tpr
1.0,1.0
0.9949494949494949,1.0
0.9772727272727273,1.0
0.9671717171717171,1.0
0.9570707070707071,1.0
0.9494949494949495,1.0
0.9166666666666666,1.0
0.8863636363636364,1.0
0.8686868686868687,1.0
0.8459595959595959,1.0
0.8282828282828283,1.0
0.803030303030303,1.0
0.7853535353535354,0.9995318352059925
0.7626262626262627,0.9995318352059925
0.7525252525252525,0.9995318352059925
0.7247474747474747,0.9995318352059925
0.7095959595959596,0.9995318352059925
0.696969696969697,0.9995318352059925
0.6792929292929293,0.9995318352059925
0.6666666666666666,0.9995318352059925
0.6414141414141414,0.9995318352059925
0.6313131313131313,0.9995318352059925
0.6060606060606061,0.9995318352059925
0.5934343434343434,0.9995318352059925
0.5858585858585859,0.9990636704119851
0.5631313131313131,0.9990636704119851
0.5454545454545454,0.9990636704119851
0.5277777777777778,0.9990636704119851
0.5151515151515151,0.9990636704119851
0.5050505050505051,0.9985955056179775
0.49747474747474746,0.99812734082397
0.48484848484848486,0.99812734082397
0.4671717171717172,0.9976591760299626
0.45707070707070707,0.9976591760299626
0.44191919191919193,0.9971910112359551
0.42676767676767674,0.9967228464419475
0.40404040404040403,0.9967228464419475
0.3939393939393939,0.9957865168539326
0.37626262626262624,0.9953183520599251
0.3560606060606061,0.9948501872659176
0.3484848484848485,0.9939138576779026
0.33585858585858586,0.9939138576779026
0.3106060606060606,0.9939138576779026
0.3005050505050505,0.9925093632958801
0.28535353535353536,0.9925093632958801
0.2727272727272727,0.9920411985018727
0.255050505050505,0.9920411985018727
0.2474747474747475,0.9915730337078652
0.24494949494949494,0.9911048689138576
0.23737373737373738,0.9897003745318352
0.2196969696969697,0.9887640449438202
0.20202020202020202,0.9878277153558053
0.1893939393939394,0.9878277153558053
0.18181818181818182,0.9868913857677902
0.1691919191919192,0.9859550561797753
0.16161616161616163,0.9859550561797753
0.16161616161616163,0.9836142322097379
0.14646464646464646,0.9808052434456929
0.14393939393939395,0.9808052434456929
0.13636363636363635,0.9803370786516854
0.12373737373737374,0.9784644194756554
0.11868686868686869,0.9756554307116105
0.10858585858585859,0.9747191011235955
0.10858585858585859,0.971441947565543
0.10606060606060606,0.9709737827715356
0.10101010101010101,0.9695692883895131
0.09848484848484848,0.9667602996254682
0.09090909090909091,0.9653558052434457
0.08838383838383838,0.9634831460674157
0.08585858585858586,0.9597378277153558
0.07575757575757576,0.9588014981273408
0.0707070707070707,0.9545880149812734
0.06565656565656566,0.951310861423221
0.06060606060606061,0.9499063670411985
0.05555555555555555,0.9452247191011236
0.05555555555555555,0.9405430711610487
0.05555555555555555,0.9367977528089888
0.050505050505050504,0.9339887640449438
0.04040404040404041,0.9279026217228464
0.04040404040404041,0.9232209737827716
0.03535353535353535,0.9190074906367042
0.03535353535353535,0.9143258426966292
0.03282828282828283,0.9082397003745318
0.027777777777777776,0.9026217228464419
0.027777777777777776,0.8937265917602997
0.025252525252525252,0.8871722846441947
0.022727272727272728,0.8806179775280899
0.017676767676767676,0.8693820224719101
0.015151515151515152,0.8581460674157303
0.012626262626262626,0.846441947565543
0.010101010101010102,0.8323970037453183
0.010101010101010102,0.8155430711610487
0.005050505050505051,0.795880149812734
0.005050505050505051,0.7752808988764045
0.0025252525252525255,0.7490636704119851
0.0025252525252525255,0.7139513108614233
0.0025252525252525255,0.6769662921348315
0.0025252525252525255,0.6259363295880149
0.0,0.5547752808988764
0.0,0.4583333333333333
0.0,0.29119850187265917
