fpr,tpr
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9922879177377892,1.0
0.9897172236503856,1.0
0.9845758354755784,1.0
0.9794344473007712,1.0
0.9768637532133676,1.0
0.9665809768637532,1.0
0.961439588688946,1.0
0.9588688946015425,1.0
0.9511568123393316,0.9995333644423705
0.9460154241645244,0.9995333644423705
0.9408740359897172,0.999066728884741
0.9383033419023136,0.9986000933271115
0.9357326478149101,0.9986000933271115
0.9305912596401028,0.9986000933271115
0.9280205655526992,0.9986000933271115
0.9280205655526992,0.9986000933271115
0.922879177377892,0.998133457769482
0.9125964010282777,0.998133457769482
0.9048843187660668,0.9976668222118525
0.9023136246786633,0.9976668222118525
0.8920308483290489,0.997200186654223
0.8817480719794345,0.9967335510965936
0.8740359897172236,0.9967335510965936
0.8637532133676092,0.9967335510965936
0.8483290488431876,0.9958002799813346
0.8431876606683805,0.9958002799813346
0.8380462724935732,0.9958002799813346
0.8303341902313625,0.9948670088660756
0.8200514138817481,0.9948670088660756
0.8097686375321337,0.9944003733084461
0.8046272493573264,0.9944003733084461
0.7917737789203085,0.9944003733084461
0.7866323907455013,0.9944003733084461
0.7737789203084833,0.9944003733084461
0.7634961439588689,0.9934671021931871
0.7377892030848329,0.9930004666355576
0.7197943444730077,0.9925338310779281
0.7043701799485861,0.9925338310779281
0.6915167095115681,0.9920671955202987
0.6683804627249358,0.9902006532897807
0.6632390745501285,0.9897340177321512
0.6555269922879178,0.9888007466168922
0.6503856041131105,0.9878674755016332
0.6375321336760925,0.9855342977134858
0.6246786632390745,0.9850676621558563
0.6169665809768637,0.9846010265982268
0.6118251928020566,0.9822678488100793
0.596401028277635,0.9813345776948204
0.5809768637532133,0.9790013999066729
0.5681233933161953,0.9766682221185254
0.5552699228791774,0.9738684087727485
0.5424164524421594,0.9720018665422305
0.5295629820051414,0.9701353243117126
0.5218508997429306,0.9650023331777882
0.506426735218509,0.9603359776014933
0.493573264781491,0.9580027998133458
0.4652956298200514,0.9538030797946804
0.4473007712082262,0.9500699953336444
0.43444730077120824,0.945870275314979
0.4267352185089974,0.9426038264115726
0.4190231362467866,0.9388707419505367
0.40359897172236503,0.9332711152589828
0.39331619537275064,0.9244050396640224
0.37789203084832906,0.918338777414839
0.35732647814910024,0.9104059729351377
0.34190231362467866,0.9048063462435838
0.3161953727506427,0.8959402706486235
0.29562982005141386,0.8861409239384042
0.2930591259640103,0.8758749416705554
0.2776349614395887,0.8609426038264115
0.27249357326478146,0.8520765282314512
0.2544987146529563,0.8399440037330844
0.2493573264781491,0.8287447503499766
0.2467866323907455,0.8138124125058329
0.23136246786632392,0.7984134391040597
0.2185089974293059,0.7839477368175455
0.1953727506426735,0.7662155856276248
0.17994858611825193,0.7456836210919272
0.16452442159383032,0.7228184787680821
0.15424164524421594,0.6980867942137191
0.13110539845758354,0.6724218385440971
0.12339331619537275,0.6458236117592161
0.11053984575835475,0.6168922071861875
0.09511568123393316,0.5856276248250116
0.08226221079691516,0.5464302379841344
0.07712082262210797,0.5081661222585161
0.06426735218508997,0.46243583761082596
0.056555269922879174,0.41297246850209984
0.05398457583547558,0.3677088194120392
0.03598971722365039,0.30937937470835275
0.017994858611825194,0.25758282781147923
0.007712082262210797,0.1885207652823145
0.0,0.11852543163789081
0.0,0.045730284647690154
