Loss,Validation Loss,Accuracy,Validation Accuracy
0.48454856872558594,0.3301519453525543,0.7772218585014343,0.8688783645629883
0.3222213387489319,0.27623069286346436,0.8743910193443298,0.8965244889259338
0.2847999036312103,0.25512218475341797,0.8875576257705688,0.9028435945510864
0.26457253098487854,0.24228256940841675,0.8955892324447632,0.9075829386711121
0.2511294484138489,0.23262007534503937,0.9019091725349426,0.9107425212860107
0.24044346809387207,0.22404323518276215,0.9053324460983276,0.9123222827911377
0.23009023070335388,0.21743740141391754,0.9078341126441956,0.9123222827911377
0.22582519054412842,0.20976389944553375,0.9091507792472839,0.9174565672874451
0.21519917249679565,0.20405621826648712,0.913364052772522,0.9178515076637268
0.21192345023155212,0.197693333029747,0.9121790528297424,0.9202211499214172
0.2046498954296112,0.1931217610836029,0.9163923859596252,0.9237756729125977
0.20381449162960052,0.18992088735103607,0.9174456596374512,0.9277251362800598
0.19778920710086823,0.188859760761261,0.9182356595993042,0.9249604940414429
0.19374483823776245,0.18529677391052246,0.9186306595802307,0.9257503747940063
0.1932535171508789,0.18278709053993225,0.9177089929580688,0.9269352555274963
0.19105713069438934,0.1813386082649231,0.921658992767334,0.9277251362800598
0.1863621324300766,0.180356964468956,0.9215273261070251,0.9296998381614685
0.18033872544765472,0.1776770055294037,0.9283739328384399,0.9277251362800598
0.18415293097496033,0.17618383467197418,0.925872266292572,0.928909957408905
0.1801563948392868,0.17497792840003967,0.9263989329338074,0.9285150170326233
0.18125848472118378,0.17436468601226807,0.9271889328956604,0.9293048977851868
0.17589515447616577,0.1717079132795334,0.9281105995178223,0.9312795996665955
0.17464777827262878,0.17310293018817902,0.931797206401825,0.9308846592903137
0.1745116263628006,0.17178459465503693,0.9294272661209106,0.930489718914032
0.17444486916065216,0.17174850404262543,0.929953932762146,0.9308846592903137
0.1707429587841034,0.17067553102970123,0.931797206401825,0.9308846592903137
0.1716320961713791,0.17040152847766876,0.9308755993843079,0.9308846592903137
0.16796253621578217,0.16933166980743408,0.9352205395698547,0.930489718914032
0.17111706733703613,0.16872939467430115,0.9323238730430603,0.9328594207763672
0.1680924892425537,0.16907797753810883,0.9331138730049133,0.9312795996665955
0.16647611558437347,0.16733454167842865,0.9327188730239868,0.9332543611526489
0.16831918060779572,0.16785797476768494,0.9328505396842957,0.9332543611526489
0.16035068035125732,0.16712479293346405,0.9357472062110901,0.9328594207763672
0.16200903058052063,0.1666259467601776,0.9361422061920166,0.9324644804000854
0.16522125899791718,0.16570024192333221,0.9336405396461487,0.9320695400238037
0.1655084192752838,0.1668398529291153,0.9329822063446045,0.9336493015289307
0.1642870455980301,0.1656063199043274,0.933377206325531,0.9332543611526489
0.16022323071956635,0.1664464920759201,0.9352205395698547,0.9340442419052124
0.1606348752975464,0.16594302654266357,0.9346938729286194,0.9348341226577759
0.15904752910137177,0.1672462821006775,0.9356155395507812,0.9336493015289307
0.1588108241558075,0.1666795015335083,0.9379855394363403,0.9352290630340576
0.16112692654132843,0.16613049805164337,0.9357472062110901,0.9344391822814941
0.16339129209518433,0.1654987931251526,0.9332455396652222,0.9336493015289307
0.1576814353466034,0.16685286164283752,0.9360105395317078,0.9336493015289307
0.15990839898586273,0.16527628898620605,0.9377222061157227,0.9352290630340576
0.16168013215065002,0.1648995280265808,0.936668872833252,0.9332543611526489
0.16140231490135193,0.16508306562900543,0.9353522062301636,0.9344391822814941
0.15878187119960785,0.1644802838563919,0.9360105395317078,0.9328594207763672
0.16055908799171448,0.16578292846679688,0.9365372061729431,0.9324644804000854
0.1546049267053604,0.167191281914711,0.9386438727378845,0.9324644804000854
0.16016928851604462,0.16582997143268585,0.9356155395507812,0.9316745400428772
0.15745045244693756,0.16540154814720154,0.9353522062301636,0.9328594207763672
0.15001288056373596,0.1663195639848709,0.9395654797554016,0.9332543611526489
0.15703463554382324,0.16440945863723755,0.9348255395889282,0.9336493015289307
0.15488116443157196,0.16442173719406128,0.9389071464538574,0.9332543611526489
0.15674228966236115,0.16694016754627228,0.9394338130950928,0.9316745400428772
0.15563401579856873,0.16550832986831665,0.9385122060775757,0.9332543611526489
0.15269020199775696,0.16699928045272827,0.942462146282196,0.9344391822814941
0.15662042796611786,0.1648152470588684,0.9398288130760193,0.9340442419052124
0.15114453434944153,0.16651147603988647,0.9410138130187988,0.9328594207763672
0.14763735234737396,0.165244460105896,0.9393021464347839,0.9356240034103394
0.15765288472175598,0.16631776094436646,0.9386438727378845,0.9348341226577759
0.1533677577972412,0.16463801264762878,0.9369322061538696,0.9344391822814941
0.15276005864143372,0.16529570519924164,0.9391704797744751,0.9336493015289307
0.15525250136852264,0.16650453209877014,0.9379855394363403,0.9348341226577759
0.15008142590522766,0.16716314852237701,0.9387755393981934,0.9332543611526489
0.14933356642723083,0.16562429070472717,0.9411454796791077,0.9324644804000854
0.15102122724056244,0.16573674976825714,0.9414088129997253,0.9324644804000854
0.15473197400569916,0.16749994456768036,0.9406188130378723,0.9332543611526489
0.15159308910369873,0.1640741378068924,0.9420671463012695,0.9328594207763672
